EURUSD,202006010431,1.112940,1.113090,1.112770,1.113000,0
EURUSD,202006010432,1.112980,1.113300,1.112830,1.113250,0
EURUSD,202006010433,1.113250,1.113340,1.113130,1.113150,0
EURUSD,202006010434,1.113150,1.113410,1.113040,1.113390,0
EURUSD,202006010435,1.113390,1.113520,1.113220,1.113500,0
EURUSD,202006010436,1.113480,1.113550,1.113300,1.113450,0
EURUSD,202006010437,1.113450,1.113600,1.113360,1.113390,0
EURUSD,202006010438,1.113390,1.113560,1.113360,1.113490,0
EURUSD,202006010439,1.113500,1.113550,1.113340,1.113380,0
EURUSD,202006010440,1.113380,1.113390,1.113200,1.113200,0
EURUSD,202006010441,1.113230,1.113460,1.113180,1.113400,0
EURUSD,202006010442,1.113410,1.113560,1.113370,1.113410,0
EURUSD,202006010443,1.113400,1.113670,1.113370,1.113550,0
EURUSD,202006010444,1.113530,1.113660,1.113480,1.113590,0
EURUSD,202006010445,1.113600,1.113630,1.113240,1.113330,0
EURUSD,202006010446,1.113320,1.113450,1.113240,1.113380,0
EURUSD,202006010447,1.113390,1.113670,1.113380,1.113660,0
EURUSD,202006010448,1.113660,1.113820,1.113520,1.113590,0
EURUSD,202006010449,1.113590,1.113590,1.113380,1.113460,0
EURUSD,202006010450,1.113470,1.113610,1.113460,1.113500,0
EURUSD,202006010451,1.113500,1.113730,1.113480,1.113680,0
EURUSD,202006010452,1.113660,1.113930,1.113620,1.113810,0
EURUSD,202006010453,1.113800,1.114140,1.113800,1.114110,0
EURUSD,202006010454,1.114100,1.114110,1.113740,1.113900,0
EURUSD,202006010455,1.113890,1.113930,1.113730,1.113850,0
EURUSD,202006010456,1.113850,1.114020,1.113800,1.113940,0
EURUSD,202006010457,1.113930,1.114120,1.113860,1.113950,0
EURUSD,202006010458,1.113950,1.114000,1.113730,1.113730,0
EURUSD,202006010459,1.113740,1.113960,1.113740,1.113950,0
EURUSD,202006010500,1.113960,1.113970,1.113820,1.113970,0
EURUSD,202006010501,1.113980,1.114070,1.113900,1.114050,0
EURUSD,202006010502,1.114050,1.114120,1.113810,1.113910,0
EURUSD,202006010503,1.113900,1.113930,1.113720,1.113730,0
EURUSD,202006010504,1.113730,1.113950,1.113680,1.113880,0
EURUSD,202006010505,1.113870,1.113930,1.113800,1.113830,0
EURUSD,202006010506,1.113820,1.113820,1.113420,1.113520,0
EURUSD,202006010507,1.113520,1.113630,1.113480,1.113550,0
EURUSD,202006010508,1.113550,1.113790,1.113540,1.113790,0
EURUSD,202006010509,1.113790,1.113840,1.113630,1.113760,0
EURUSD,202006010510,1.113760,1.113800,1.113670,1.113720,0
EURUSD,202006010511,1.113720,1.113850,1.113660,1.113670,0
EURUSD,202006010512,1.113670,1.113710,1.113510,1.113520,0
EURUSD,202006010513,1.113530,1.113590,1.113520,1.113570,0
EURUSD,202006010514,1.113570,1.113590,1.113310,1.113420,0
EURUSD,202006010515,1.113410,1.113480,1.113330,1.113390,0
EURUSD,202006010516,1.113400,1.113400,1.113220,1.113330,0
EURUSD,202006010517,1.113360,1.113400,1.113240,1.113300,0
EURUSD,202006010518,1.113310,1.113320,1.113140,1.113140,0
EURUSD,202006010519,1.113140,1.113180,1.113050,1.113060,0
EURUSD,202006010520,1.113060,1.113060,1.112570,1.112690,0
EURUSD,202006010521,1.112680,1.112770,1.112560,1.112730,0
EURUSD,202006010522,1.112730,1.112740,1.112480,1.112600,0
EURUSD,202006010523,1.112610,1.112650,1.112200,1.112230,0
EURUSD,202006010524,1.112230,1.112230,1.112000,1.112030,0
EURUSD,202006010525,1.112050,1.112250,1.112030,1.112240,0
EURUSD,202006010526,1.112240,1.112750,1.112240,1.112620,0
EURUSD,202006010527,1.112600,1.112700,1.112470,1.112480,0
EURUSD,202006010528,1.112490,1.112710,1.112490,1.112640,0
EURUSD,202006010529,1.112650,1.112740,1.112440,1.112530,0
EURUSD,202006010530,1.112530,1.112570,1.112320,1.112320,0
EURUSD,202006010531,1.112320,1.112350,1.112090,1.112140,0
EURUSD,202006010532,1.112150,1.112250,1.112070,1.112080,0
EURUSD,202006010533,1.112110,1.112500,1.112100,1.112280,0
EURUSD,202006010534,1.112290,1.112370,1.112200,1.112310,0
EURUSD,202006010535,1.112300,1.112350,1.112140,1.112190,0
EURUSD,202006010536,1.112190,1.112270,1.112130,1.112130,0
EURUSD,202006010537,1.112140,1.112300,1.112130,1.112250,0
EURUSD,202006010538,1.112230,1.112230,1.112030,1.112060,0
EURUSD,202006010539,1.112060,1.112290,1.112030,1.112270,0
EURUSD,202006010540,1.112270,1.112340,1.112080,1.112260,0
EURUSD,202006010541,1.112270,1.112420,1.112270,1.112330,0
EURUSD,202006010542,1.112340,1.112460,1.112230,1.112230,0
EURUSD,202006010543,1.112220,1.112220,1.112000,1.112010,0
EURUSD,202006010544,1.112020,1.112020,1.111520,1.111600,0
EURUSD,202006010545,1.111570,1.111570,1.111380,1.111430,0
EURUSD,202006010546,1.111420,1.111820,1.111420,1.111580,0
EURUSD,202006010547,1.111600,1.111630,1.111260,1.111380,0
EURUSD,202006010548,1.111410,1.111430,1.111280,1.111340,0
EURUSD,202006010549,1.111330,1.111440,1.111190,1.111190,0
EURUSD,202006010550,1.111190,1.111500,1.111190,1.111420,0
EURUSD,202006010551,1.111420,1.111530,1.111130,1.111130,0
EURUSD,202006010552,1.111130,1.111130,1.110750,1.110800,0
EURUSD,202006010553,1.110790,1.111160,1.110790,1.111120,0
EURUSD,202006010554,1.111140,1.111270,1.111050,1.111270,0
EURUSD,202006010555,1.111270,1.111310,1.111120,1.111190,0
EURUSD,202006010556,1.111190,1.111280,1.111130,1.111190,0
EURUSD,202006010557,1.111180,1.111350,1.111180,1.111330,0
EURUSD,202006010558,1.111320,1.111330,1.111230,1.111290,0
EURUSD,202006010559,1.111290,1.111400,1.111240,1.111390,0
EURUSD,202006010600,1.111400,1.111480,1.111220,1.111340,0
EURUSD,202006010601,1.111330,1.111460,1.111130,1.111140,0
EURUSD,202006010602,1.111160,1.111180,1.110990,1.111110,0
EURUSD,202006010603,1.111120,1.111310,1.111080,1.111280,0
EURUSD,202006010604,1.111310,1.111470,1.111300,1.111440,0
EURUSD,202006010605,1.111450,1.111550,1.111410,1.111480,0
EURUSD,202006010606,1.111460,1.111480,1.111340,1.111430,0
EURUSD,202006010607,1.111440,1.111620,1.111440,1.111550,0
EURUSD,202006010608,1.111560,1.111640,1.111430,1.111430,0
EURUSD,202006010609,1.111420,1.111470,1.110930,1.110930,0
EURUSD,202006010610,1.110940,1.111010,1.110810,1.110850,0
EURUSD,202006010611,1.110860,1.110860,1.110560,1.110620,0
EURUSD,202006010612,1.110610,1.110710,1.110500,1.110500,0
EURUSD,202006010613,1.110490,1.110830,1.110450,1.110800,0
